sl no,brand,country,state,city,top speed kmh,battery capacity kWh,battery type,efficiency wh per km,range km,fast charging power kw dc,fast charge port,seats,drivetrain,electric vehicle type,safety rating,cost
7966,Tata,Germany,Berlin,Berlin,196,116.8,NiMH,188.6,592,216,CHAdeMO,5,RWD,PHEV,3.1,146989
7967,BYD,South Korea,Incheon,Incheon,292,114.8,Solid-State,166,644,234,CHAdeMO,6,FWD,PHEV,3.4,155092
7968,Volkswagen,France,Auvergne-Rhône-Alpes,Lyon,278,139.4,NiMH,170.6,508,294,Tesla Supercharger,5,RWD,BEV,3.7,172962
7969,Tata,Australia,Queensland,Brisbane,237,167.9,Solid-State,212.8,795,279,Tesla Supercharger,4,FWD,BEV,3.3,181875
7970,Tata,USA,CA,Los Angeles,219,122.9,NiMH,202.8,742,251,CHAdeMO,6,RWD,BEV,4,189919
7971,Kia,France,Provence-Alpes-Côte d'Azur,Marseille,235,98,NiMH,204.8,540,323,CCS,7,RWD,PHEV,4.6,161497
7972,Hyundai,Australia,Queensland,Brisbane,270,196.4,Solid-State,202.7,671,291,CHAdeMO,4,FWD,BEV,3.2,158401
7973,Nissan,UK,England,London,242,144.2,Solid-State,184.1,600,229,Tesla Supercharger,6,RWD,PHEV,4.4,177368
7974,BYD,USA,Seattle,Washington,260,152.1,Solid-State,161.2,781,283,Tesla Supercharger,2,FWD,PHEV,3.4,193542
7975,Nissan,UK,England,Birmingham,256,77.5,Solid-State,179.2,664,225,CHAdeMO,7,RWD,BEV,4.1,166053
7976,Volkswagen,UK,England,London,269,172,Solid-State,199.8,504,100,Tesla Supercharger,5,RWD,PHEV,4.8,157884
7977,Hyundai,Germany,Hesse,Frankfurt,241,181.5,NiMH,212.6,701,208,CHAdeMO,4,RWD,BEV,4.9,162631
7978,BMW,USA,Seattle,Washington,255,130.4,NiMH,163.8,611,321,CHAdeMO,4,FWD,PHEV,3.9,184270
7979,Nissan,UK,England,Birmingham,243,127.8,NiMH,214.2,566,199,CHAdeMO,7,RWD,BEV,4.3,140594
7980,BYD,India,Tamil Nadu,Chennai,191,103.4,NiMH,214.7,538,261,Tesla Supercharger,4,FWD,BEV,4,157314
7981,Volkswagen,UK,England,Manchester,232,148.6,NiMH,210,639,221,CCS,2,RWD,PHEV,4.5,164133
7982,BYD,UK,England,Manchester,264,175.3,Solid-State,173.1,678,293,CCS,6,RWD,PHEV,3.7,169195
7983,Nissan,South Korea,Incheon,Incheon,242,96.9,Solid-State,188.5,786,294,CCS,2,RWD,BEV,4.3,159499
7984,Kia,Australia,Victoria,Melbourne,229,104.8,NiMH,204.9,536,146,Tesla Supercharger,6,FWD,BEV,4.3,183920
7985,Kia,Germany,Berlin,Berlin,253,121.3,NiMH,180,652,165,CCS,7,FWD,BEV,4.3,194843
7986,Nissan,India,Tamil Nadu,Chennai,207,199.8,Solid-State,199.1,602,199,CCS,2,FWD,BEV,3.8,143701
7987,Nissan,UK,England,Birmingham,291,166.3,Solid-State,212.3,756,127,CCS,4,RWD,PHEV,4.5,183963
7988,BYD,South Korea,Seoul,Seoul,233,117.4,Solid-State,189,583,295,Tesla Supercharger,5,RWD,PHEV,4.4,161930
7989,BYD,India,Karnataka,Bangalore,255,146,Solid-State,188.5,593,277,Tesla Supercharger,7,RWD,BEV,3.7,186124
7990,Kia,France,Île-de-France,Paris,300,132.2,Solid-State,199.4,793,163,CCS,2,FWD,BEV,3.9,157158
7991,Hyundai,UK,England,London,188,102.5,NiMH,164.5,755,223,CCS,4,FWD,BEV,4.4,182345
7992,Volkswagen,India,Delhi,Delhi,255,115.9,NiMH,205.2,742,211,Tesla Supercharger,5,RWD,BEV,3.3,185398
7993,Hyundai,India,Karnataka,Bangalore,268,141.1,NiMH,200.1,723,149,CCS,4,FWD,BEV,4.2,154601
7994,Tata,Australia,New South Wales,Sydney,198,140.6,NiMH,191.6,754,126,CHAdeMO,4,RWD,PHEV,3.6,150266
7995,Volkswagen,UK,England,Birmingham,219,180.6,NiMH,176,641,273,CHAdeMO,5,FWD,BEV,4.8,156081
7996,BMW,USA,NY,New York,250,193.4,Solid-State,191.6,525,339,Tesla Supercharger,6,RWD,PHEV,4.6,162978
7997,Volkswagen,Australia,New South Wales,Sydney,266,114,Solid-State,199,663,235,CCS,2,FWD,PHEV,4,172232
7998,Tata,Australia,Victoria,Melbourne,243,126.6,Solid-State,186.8,780,344,CHAdeMO,6,FWD,PHEV,3.8,161659
7999,Hyundai,Germany,Berlin,Berlin,218,176.2,NiMH,176.6,793,204,CCS,4,RWD,BEV,4.6,185376
8000,BYD,UK,England,London,194,150.1,Solid-State,180.7,592,155,CHAdeMO,5,FWD,PHEV,3.5,160527
8001,Hyundai,USA,IL,Chicago,194,148,Solid-State,179.2,501,164,CHAdeMO,4,RWD,PHEV,4.7,182047
8002,Hyundai,France,Auvergne-Rhône-Alpes,Lyon,256,79.9,NiMH,217,749,215,CCS,6,RWD,PHEV,4.2,179747
8003,Nissan,France,Île-de-France,Paris,276,108.7,Solid-State,183.3,686,152,Tesla Supercharger,6,RWD,PHEV,4,179033
8004,Tata,South Korea,Incheon,Incheon,295,155.1,NiMH,187.2,625,128,Tesla Supercharger,7,RWD,PHEV,3.1,168517
8005,Tata,Germany,Hesse,Frankfurt,203,114.1,NiMH,188.6,747,171,CCS,6,FWD,BEV,4,173765
8006,Tata,UK,England,Manchester,229,187.3,Solid-State,207.1,541,337,Tesla Supercharger,7,RWD,PHEV,4.2,183831
8007,Hyundai,France,Île-de-France,Paris,273,94.4,Solid-State,198.4,514,335,CCS,5,FWD,PHEV,4.5,168714
8008,Tata,Germany,Bavaria,Munich,250,117.4,Solid-State,179.4,790,117,Tesla Supercharger,4,RWD,PHEV,3.8,196343
8009,Kia,South Korea,Incheon,Incheon,240,83.4,Solid-State,171.3,619,163,CCS,6,RWD,PHEV,4.8,152763
8010,BYD,South Korea,Busan,Busan,300,131.4,Solid-State,194.2,580,228,CCS,2,RWD,PHEV,4.1,190063
8011,Volkswagen,South Korea,Busan,Busan,240,135.6,Solid-State,206.7,743,148,CHAdeMO,6,FWD,PHEV,3.9,178079
8012,Volkswagen,South Korea,Incheon,Incheon,211,182.8,NiMH,184.7,791,227,Tesla Supercharger,7,RWD,PHEV,5,191836
8013,Volkswagen,Australia,New South Wales,Sydney,262,108,NiMH,199.7,727,280,CCS,7,RWD,BEV,4.4,141128
8014,Hyundai,UK,England,Birmingham,270,93.7,Solid-State,184.3,575,214,Tesla Supercharger,4,RWD,BEV,3,180707
8015,Volkswagen,India,Delhi,Delhi,224,125.3,Solid-State,164.1,726,181,CCS,7,RWD,PHEV,4.1,186968
8016,Nissan,France,Provence-Alpes-Côte d'Azur,Marseille,265,74.5,NiMH,160.4,668,282,CHAdeMO,4,FWD,PHEV,3.7,181068
8017,Nissan,UK,England,London,246,98.2,NiMH,162,732,289,Tesla Supercharger,2,RWD,BEV,3.8,167224
8018,BMW,UK,England,London,279,86.7,Solid-State,179.1,780,162,Tesla Supercharger,6,FWD,PHEV,3.4,177300
8019,Kia,Australia,Queensland,Brisbane,199,84.5,Solid-State,178.6,614,221,CCS,6,FWD,BEV,4.1,194321
8020,BYD,France,Auvergne-Rhône-Alpes,Lyon,207,74.3,NiMH,201,756,152,CHAdeMO,7,FWD,BEV,3.4,165864
8021,Volkswagen,UK,England,Manchester,232,76,NiMH,188.5,690,339,CHAdeMO,7,RWD,PHEV,3.6,193142
8022,Volkswagen,USA,IL,Chicago,276,153,NiMH,188.9,566,190,CCS,5,FWD,BEV,3.1,175427
8023,BYD,India,Karnataka,Bangalore,237,89.7,NiMH,189.1,649,293,CHAdeMO,6,FWD,BEV,3.3,147480
8024,BMW,USA,IL,Chicago,227,77.7,NiMH,204.1,655,248,CCS,2,RWD,BEV,3.9,184599
8025,BMW,Australia,New South Wales,Sydney,223,152.6,NiMH,218.2,545,159,Tesla Supercharger,5,FWD,PHEV,4.3,163350
8026,BMW,USA,NY,New York,291,177.8,NiMH,193.1,517,342,Tesla Supercharger,7,FWD,PHEV,3,197287
8027,Volkswagen,France,Provence-Alpes-Côte d'Azur,Marseille,184,190.5,NiMH,178.6,657,259,CCS,5,RWD,BEV,4.8,154762
8028,Nissan,Australia,Queensland,Brisbane,207,143.1,NiMH,177.6,571,322,CCS,5,RWD,BEV,4,174339
8029,Hyundai,South Korea,Seoul,Seoul,224,78.4,NiMH,212.3,594,166,CHAdeMO,7,RWD,BEV,4.3,142308
8030,Volkswagen,Australia,New South Wales,Sydney,184,103.8,Solid-State,195.5,780,104,CHAdeMO,7,RWD,BEV,4.7,146847
8031,Volkswagen,India,Delhi,Delhi,253,118.9,NiMH,163.1,796,228,CHAdeMO,4,FWD,BEV,4.8,166626
8032,BMW,France,Provence-Alpes-Côte d'Azur,Marseille,208,186.1,Solid-State,211.5,779,175,CHAdeMO,7,FWD,BEV,3.7,146628
8033,Tata,UK,England,Manchester,213,190.6,NiMH,219.7,689,212,CCS,2,FWD,PHEV,3.2,168925
8034,BYD,UK,England,Birmingham,237,121.3,Solid-State,207.2,799,190,CHAdeMO,7,RWD,PHEV,3.1,143927
8035,Volkswagen,South Korea,Incheon,Incheon,244,150.2,NiMH,167.2,618,266,CCS,2,RWD,PHEV,3.1,158202
8036,Kia,Germany,Bavaria,Munich,190,104.5,NiMH,186.9,713,185,CCS,5,RWD,BEV,3.9,158607
8037,BYD,India,Maharashtra,Mumbai,295,172.9,NiMH,203.7,688,165,CCS,7,FWD,PHEV,4.1,156665
8038,Nissan,France,Provence-Alpes-Côte d'Azur,Marseille,286,125.7,Solid-State,196.2,780,306,CCS,6,FWD,PHEV,4.5,160477
8039,Volkswagen,Germany,Bavaria,Munich,233,70.3,NiMH,176.9,561,179,CHAdeMO,5,RWD,PHEV,4.4,152473
8040,Tata,India,Maharashtra,Mumbai,199,112.3,NiMH,183.1,785,150,CCS,6,FWD,PHEV,4.9,196563
8041,Tata,South Korea,Busan,Busan,189,179.5,NiMH,176.4,567,322,Tesla Supercharger,5,FWD,BEV,3.7,199153
8042,Volkswagen,France,Provence-Alpes-Côte d'Azur,Marseille,187,136.4,NiMH,198.8,769,336,CCS,2,RWD,BEV,3.3,152330
8043,BMW,Germany,Bavaria,Munich,268,156.3,Solid-State,189.3,553,287,CCS,4,RWD,PHEV,3.5,150135
8044,Nissan,UK,England,London,237,189.1,NiMH,186.3,722,325,Tesla Supercharger,5,FWD,PHEV,4.5,175220
8045,Volkswagen,UK,England,Birmingham,238,167.8,Solid-State,218.5,648,168,Tesla Supercharger,7,FWD,PHEV,4,181759
8046,Kia,UK,England,London,286,164.6,NiMH,184.5,633,281,Tesla Supercharger,2,RWD,PHEV,4.8,182347
8047,Kia,France,Île-de-France,Paris,203,74.1,Solid-State,183.8,605,323,CCS,6,RWD,PHEV,3.5,142702
8048,Volkswagen,Germany,Hesse,Frankfurt,248,98.8,Solid-State,166.1,663,303,Tesla Supercharger,2,FWD,PHEV,3.6,193595
8049,Hyundai,USA,CA,Los Angeles,234,87.6,Solid-State,212.1,613,228,Tesla Supercharger,7,RWD,BEV,3.7,190783
8050,BYD,South Korea,Seoul,Seoul,241,140.7,Solid-State,181.6,625,166,CCS,5,FWD,PHEV,4.5,140806
8051,Kia,France,Auvergne-Rhône-Alpes,Lyon,203,100.6,NiMH,181.2,648,201,CCS,4,RWD,BEV,3.6,172404
8052,BYD,France,Provence-Alpes-Côte d'Azur,Marseille,196,88.8,NiMH,166.3,781,278,CCS,6,FWD,BEV,4.9,148216
8053,BYD,USA,NY,New York,217,74.3,NiMH,212,797,227,Tesla Supercharger,2,RWD,BEV,3.1,180094
8054,Tata,UK,England,Birmingham,203,182.7,NiMH,191.9,714,338,CHAdeMO,2,FWD,BEV,4.5,176513
8055,Hyundai,Australia,Queensland,Brisbane,194,107.8,NiMH,217.2,741,150,CCS,7,RWD,BEV,4.2,152780
8056,BYD,France,Île-de-France,Paris,294,194,Solid-State,214.8,674,316,Tesla Supercharger,6,FWD,PHEV,3,151617
8057,Nissan,South Korea,Busan,Busan,216,136.8,NiMH,213.6,729,259,Tesla Supercharger,7,FWD,BEV,3.9,174927
8058,Hyundai,USA,IL,Chicago,199,147.5,Solid-State,170.4,794,216,Tesla Supercharger,4,RWD,BEV,3.6,183959
8059,Hyundai,Australia,Queensland,Brisbane,250,158.9,NiMH,189.4,688,174,CCS,2,RWD,PHEV,3.9,143415
8060,Kia,USA,Seattle,Washington,260,178.1,Solid-State,204.2,638,292,CHAdeMO,4,RWD,BEV,4,162962
8061,Volkswagen,India,Karnataka,Bangalore,182,106.4,NiMH,192.6,776,226,CHAdeMO,2,FWD,PHEV,4.9,180440
8062,Volkswagen,France,Île-de-France,Paris,204,85,Solid-State,165.7,539,303,CCS,5,FWD,BEV,3.5,192834
8063,Volkswagen,Australia,Victoria,Melbourne,233,145.5,NiMH,161.1,524,121,CHAdeMO,6,FWD,BEV,5,153683
8064,BMW,India,Maharashtra,Mumbai,288,191.7,Solid-State,219.2,696,113,Tesla Supercharger,7,FWD,PHEV,3.3,165318
8065,Hyundai,UK,England,London,194,119.3,NiMH,163.1,781,344,CCS,4,FWD,PHEV,3.2,169417
8066,Tata,USA,IL,Chicago,239,189.8,NiMH,162.8,556,254,Tesla Supercharger,7,RWD,BEV,4.2,186514
8067,Kia,USA,NY,New York,286,168.4,NiMH,184.8,725,304,CCS,5,FWD,PHEV,4.2,145703
8068,Hyundai,UK,England,Manchester,226,93.7,Solid-State,174.4,514,138,Tesla Supercharger,4,RWD,BEV,3.8,161399
8069,BMW,South Korea,Busan,Busan,201,108.3,Solid-State,218,687,326,CHAdeMO,6,RWD,PHEV,4.2,164065
8070,Nissan,UK,England,London,223,94.9,Solid-State,202.8,752,277,Tesla Supercharger,5,FWD,PHEV,4.1,199813
8071,Volkswagen,France,Provence-Alpes-Côte d'Azur,Marseille,296,179.7,Solid-State,184.1,783,320,CCS,2,RWD,BEV,3.2,156912
8072,Tata,Germany,Hesse,Frankfurt,194,90.4,NiMH,219.6,656,347,CHAdeMO,6,FWD,BEV,3.9,188566
8073,Tata,UK,England,Birmingham,191,144.5,Solid-State,200.9,705,252,CHAdeMO,5,RWD,PHEV,4,193371
8074,Tata,USA,CA,Los Angeles,180,186.1,Solid-State,216,706,326,CCS,6,FWD,BEV,4.3,142409
8075,Volkswagen,USA,NY,New York,196,128.8,Solid-State,211.4,767,261,Tesla Supercharger,2,RWD,BEV,4.9,170810
8076,Tata,France,Auvergne-Rhône-Alpes,Lyon,287,124.8,Solid-State,161.8,791,116,Tesla Supercharger,5,RWD,BEV,4.4,197222
8077,Kia,UK,England,Birmingham,199,180.7,Solid-State,167.4,643,152,CHAdeMO,4,RWD,BEV,4.7,156611
8078,Tata,UK,England,Manchester,264,121.4,NiMH,168.7,770,137,CCS,4,FWD,PHEV,3.3,144802
8079,Nissan,Australia,New South Wales,Sydney,297,136.5,NiMH,163.3,765,306,Tesla Supercharger,5,FWD,PHEV,4.2,155601
8080,Nissan,India,Tamil Nadu,Chennai,220,89.1,NiMH,177.2,631,183,CCS,4,FWD,PHEV,3,142210
8081,Volkswagen,Australia,Victoria,Melbourne,285,107.4,Solid-State,201.5,609,221,Tesla Supercharger,2,FWD,PHEV,4.3,188682
8082,Volkswagen,Australia,New South Wales,Sydney,193,168.4,Solid-State,216.8,778,253,Tesla Supercharger,2,RWD,PHEV,3.9,164624
8083,BYD,USA,NY,New York,282,169.6,Solid-State,219,640,127,Tesla Supercharger,5,RWD,PHEV,3.6,172657
8084,Tata,Germany,Berlin,Berlin,269,99,NiMH,174.9,744,108,CCS,6,RWD,BEV,3.2,192995
8085,Nissan,Australia,Queensland,Brisbane,282,182.1,Solid-State,175.2,502,303,Tesla Supercharger,4,RWD,BEV,4,180722
8086,BYD,UK,England,Birmingham,269,128.2,Solid-State,204.3,683,143,Tesla Supercharger,2,RWD,PHEV,3.1,162944
8087,Hyundai,UK,England,Birmingham,244,78.8,NiMH,186.8,578,199,CHAdeMO,7,FWD,BEV,3.6,167919
8088,BMW,South Korea,Seoul,Seoul,256,115,NiMH,162.1,695,145,Tesla Supercharger,6,FWD,BEV,3.8,192367
8089,Kia,Germany,Berlin,Berlin,195,89.5,Solid-State,187.6,798,185,Tesla Supercharger,4,FWD,BEV,4.9,152148
8090,Nissan,India,Tamil Nadu,Chennai,243,87.8,Solid-State,209.5,609,232,CHAdeMO,6,FWD,PHEV,4.4,157118
8091,Tata,USA,CA,Los Angeles,281,92.7,NiMH,171.3,603,180,Tesla Supercharger,6,FWD,PHEV,3.4,191403
8092,Volkswagen,USA,IL,Chicago,199,71.5,NiMH,171.1,724,252,CCS,6,RWD,PHEV,3.1,186459
8093,Hyundai,France,Auvergne-Rhône-Alpes,Lyon,223,76.6,NiMH,219.8,569,269,CHAdeMO,4,FWD,PHEV,4.4,188443
8094,Nissan,South Korea,Incheon,Incheon,243,149,Solid-State,183.7,593,225,CCS,6,RWD,BEV,4,181080
8095,Volkswagen,USA,Seattle,Washington,280,187.6,Solid-State,195,543,161,CHAdeMO,2,FWD,BEV,3.5,153597
8096,BMW,USA,NY,New York,240,112.7,NiMH,216.7,522,145,CHAdeMO,6,RWD,BEV,3.3,149137
8097,Hyundai,Australia,Queensland,Brisbane,203,99.7,Solid-State,214.4,785,223,CCS,7,RWD,BEV,4.9,189603
8098,BYD,Australia,Queensland,Brisbane,218,96.9,Solid-State,174.9,506,234,CHAdeMO,7,RWD,PHEV,4.2,148119
8099,Nissan,Germany,Berlin,Berlin,284,193,Solid-State,168.4,527,232,CCS,7,FWD,PHEV,3.2,155196
8100,Kia,USA,Seattle,Washington,249,109.2,Solid-State,192.4,601,213,Tesla Supercharger,5,RWD,BEV,3.2,191968
8101,BMW,Germany,Bavaria,Munich,265,102.5,NiMH,183.7,656,315,CHAdeMO,5,RWD,PHEV,4.8,140999
8102,Hyundai,USA,IL,Chicago,297,116.3,Solid-State,211.2,635,241,Tesla Supercharger,2,FWD,BEV,4.1,188891
8103,Tata,Germany,Hesse,Frankfurt,187,174.8,Solid-State,203.7,773,171,CHAdeMO,6,FWD,PHEV,4.5,154364
8104,Tata,UK,England,London,234,170.1,Solid-State,179.3,620,155,Tesla Supercharger,2,RWD,PHEV,3.8,198438
8105,Volkswagen,UK,England,London,293,156.1,NiMH,172.8,619,123,CCS,7,FWD,BEV,5,178684
8106,Volkswagen,India,Karnataka,Bangalore,208,73.3,Solid-State,189.4,558,315,CCS,5,FWD,PHEV,4.2,170573
8107,Nissan,USA,CA,Los Angeles,253,152,Solid-State,161.6,549,307,Tesla Supercharger,7,FWD,PHEV,5,164318
8108,BMW,France,Île-de-France,Paris,241,88.7,Solid-State,183.5,638,214,Tesla Supercharger,5,FWD,PHEV,4.9,155979
8109,Kia,Germany,Bavaria,Munich,297,111.8,NiMH,216.7,568,247,Tesla Supercharger,7,FWD,BEV,3.8,199978
8110,Volkswagen,UK,England,Birmingham,195,86.8,NiMH,219.2,517,259,CHAdeMO,6,FWD,PHEV,3,175200
8111,BYD,USA,Seattle,Washington,290,174.1,NiMH,176.7,722,183,Tesla Supercharger,6,FWD,PHEV,3.6,152153
8112,Tata,USA,IL,Chicago,187,190.5,NiMH,214.3,689,336,Tesla Supercharger,5,RWD,BEV,4.1,151422
8113,Volkswagen,USA,NY,New York,230,154,NiMH,196.1,624,109,CCS,2,FWD,BEV,3.6,142180
8114,Nissan,India,Delhi,Delhi,260,132.2,Solid-State,210.6,639,344,CHAdeMO,5,RWD,BEV,5,140888
8115,BMW,USA,IL,Chicago,182,108.1,NiMH,175.3,683,164,Tesla Supercharger,6,RWD,PHEV,4.5,175093
8116,Tata,Australia,Victoria,Melbourne,201,117,Solid-State,176.9,782,248,Tesla Supercharger,4,RWD,BEV,3.6,167659
8117,Hyundai,USA,NY,New York,247,75.1,NiMH,196.1,540,122,Tesla Supercharger,2,FWD,PHEV,3.7,184647
8118,BMW,South Korea,Busan,Busan,251,157.8,NiMH,194,511,178,CCS,2,RWD,BEV,4.6,156824
8119,Volkswagen,USA,Seattle,Washington,215,132.5,NiMH,211.4,698,324,CCS,2,FWD,BEV,4.4,147971
8120,Nissan,France,Auvergne-Rhône-Alpes,Lyon,240,77.5,NiMH,178.4,692,125,CHAdeMO,7,RWD,PHEV,4.2,158537
8121,Tata,India,Maharashtra,Mumbai,267,110.1,Solid-State,171.1,534,321,CCS,4,RWD,PHEV,4.9,184751
8122,Kia,South Korea,Busan,Busan,243,191.4,Solid-State,206.9,734,291,Tesla Supercharger,5,FWD,PHEV,4.9,199604
8123,BMW,France,Auvergne-Rhône-Alpes,Lyon,293,70.6,NiMH,183.1,778,165,CHAdeMO,4,FWD,PHEV,4.1,195246
8124,Nissan,Australia,Queensland,Brisbane,251,72.4,NiMH,205.1,744,201,Tesla Supercharger,6,RWD,PHEV,4.9,169672
8125,Tata,France,Île-de-France,Paris,211,105.6,Solid-State,181,788,125,Tesla Supercharger,6,FWD,PHEV,3.6,168522
8126,Nissan,Australia,Victoria,Melbourne,234,160.2,NiMH,205.2,541,250,CCS,7,FWD,PHEV,4.7,148269
8127,BMW,India,Maharashtra,Mumbai,237,126.6,NiMH,210.7,507,235,CHAdeMO,6,RWD,BEV,3.1,164560
8128,Nissan,Australia,Queensland,Brisbane,273,172.2,NiMH,189.1,655,319,CHAdeMO,6,RWD,PHEV,3.1,192753
8129,BMW,UK,England,Manchester,197,196,Solid-State,201.8,684,194,CHAdeMO,5,RWD,PHEV,3.9,161218
8130,Nissan,Germany,Bavaria,Munich,260,98.1,NiMH,217,636,339,Tesla Supercharger,7,RWD,PHEV,4.4,182893
8131,Kia,UK,England,Manchester,300,167.9,NiMH,172.6,673,276,CHAdeMO,4,FWD,BEV,5,198883
8132,Kia,India,Maharashtra,Mumbai,181,159.2,Solid-State,188.2,740,133,Tesla Supercharger,4,RWD,PHEV,4.3,197719
8133,BMW,France,Auvergne-Rhône-Alpes,Lyon,271,142.2,NiMH,210.5,580,288,Tesla Supercharger,6,RWD,PHEV,4.9,193146
8134,BMW,France,Provence-Alpes-Côte d'Azur,Marseille,280,152.7,NiMH,186.1,656,167,Tesla Supercharger,4,RWD,PHEV,3.1,171584
8135,Kia,France,Auvergne-Rhône-Alpes,Lyon,193,126.2,Solid-State,188.7,739,274,Tesla Supercharger,5,FWD,BEV,3.8,158869
8136,BYD,France,Île-de-France,Paris,194,120.6,NiMH,194.9,511,318,Tesla Supercharger,6,FWD,BEV,3.7,146495
8137,BMW,UK,England,Birmingham,224,125.5,NiMH,191.8,745,259,Tesla Supercharger,4,FWD,BEV,3,144149
8138,Kia,Germany,Berlin,Berlin,288,167.4,Solid-State,168.5,745,176,CCS,4,RWD,BEV,4.5,158265
8139,BMW,France,Auvergne-Rhône-Alpes,Lyon,250,70.5,NiMH,200.4,680,332,Tesla Supercharger,7,FWD,BEV,4.1,159695
8140,BMW,UK,England,Manchester,211,78.9,Solid-State,192.5,783,218,Tesla Supercharger,2,RWD,PHEV,3.2,145381
8141,BMW,South Korea,Seoul,Seoul,283,94.5,Solid-State,193.8,530,194,Tesla Supercharger,6,RWD,PHEV,3.3,177614
8142,BYD,India,Maharashtra,Mumbai,266,97,NiMH,181.4,646,326,CCS,7,RWD,PHEV,4.4,155815
8143,BMW,India,Karnataka,Bangalore,274,101.7,Solid-State,212.5,743,302,CCS,2,RWD,BEV,3.8,163445
8144,Tata,USA,IL,Chicago,205,90.5,NiMH,197,574,171,Tesla Supercharger,5,FWD,BEV,3.8,176592
8145,Kia,South Korea,Busan,Busan,270,133.4,Solid-State,204,769,245,CHAdeMO,7,FWD,PHEV,3.9,173189
8146,Tata,UK,England,Manchester,243,172.5,NiMH,215.2,542,113,CHAdeMO,2,RWD,BEV,4.2,196767
8147,Tata,France,Auvergne-Rhône-Alpes,Lyon,203,178.5,NiMH,166,662,224,CCS,2,FWD,PHEV,3,145078
8148,Nissan,South Korea,Seoul,Seoul,283,83.3,Solid-State,168.1,643,163,Tesla Supercharger,4,RWD,PHEV,3.7,174675
8149,BYD,USA,IL,Chicago,230,98.9,NiMH,179.1,540,249,CCS,5,FWD,BEV,3.1,147458
8150,BYD,South Korea,Busan,Busan,218,118,NiMH,210.6,546,308,CCS,6,FWD,BEV,5,185420
8151,BYD,UK,England,Manchester,204,82,NiMH,181.6,514,305,CHAdeMO,4,FWD,PHEV,3.4,153964
8152,Nissan,Germany,Hesse,Frankfurt,283,152.4,Solid-State,165,502,125,Tesla Supercharger,5,FWD,BEV,4.7,176149
8153,Kia,France,Île-de-France,Paris,200,193.4,NiMH,160.9,500,206,CCS,4,RWD,PHEV,4.9,143473
8154,Tata,Germany,Hesse,Frankfurt,289,81.1,NiMH,175,777,284,CCS,5,RWD,BEV,5,142132
8155,BMW,India,Karnataka,Bangalore,190,186.2,Solid-State,215.4,557,246,CHAdeMO,7,RWD,PHEV,3.8,191148
8156,Kia,Germany,Hesse,Frankfurt,215,173.6,NiMH,219.8,723,206,CCS,5,RWD,PHEV,3.3,170945
8157,Kia,India,Delhi,Delhi,214,92,NiMH,184,633,293,CCS,6,RWD,PHEV,4.5,191141
8158,Tata,South Korea,Busan,Busan,289,103.5,Solid-State,204.3,581,227,CHAdeMO,2,FWD,BEV,3.8,164188
8159,BMW,France,Île-de-France,Paris,252,134.9,NiMH,181.2,750,110,Tesla Supercharger,4,RWD,PHEV,4.7,161371
8160,Tata,USA,IL,Chicago,273,107.7,NiMH,214.4,642,291,CCS,7,RWD,PHEV,4,181232
8161,Volkswagen,USA,NY,New York,224,180.2,Solid-State,179.7,563,158,CHAdeMO,7,RWD,PHEV,4.8,169114
8162,Hyundai,USA,IL,Chicago,212,78.2,Solid-State,177.7,502,213,CHAdeMO,7,FWD,BEV,3.1,175053
8163,Hyundai,USA,IL,Chicago,234,116.8,NiMH,169.2,615,252,Tesla Supercharger,6,RWD,BEV,4.4,160505
8164,Kia,India,Delhi,Delhi,238,171.8,NiMH,162.3,753,210,CCS,2,RWD,BEV,3,169411
8165,Tata,UK,England,Birmingham,202,135.9,NiMH,181.8,723,126,Tesla Supercharger,6,RWD,PHEV,3.9,148600
8166,BYD,South Korea,Seoul,Seoul,272,90.7,Solid-State,193.2,619,176,Tesla Supercharger,2,RWD,BEV,3.2,150383
8167,Volkswagen,UK,England,London,226,150.9,Solid-State,171.8,737,333,CHAdeMO,2,FWD,BEV,3.7,178272
8168,Kia,Australia,Victoria,Melbourne,216,159.4,NiMH,195.5,773,320,Tesla Supercharger,2,FWD,BEV,3.7,166542
8169,BMW,Australia,New South Wales,Sydney,248,98.1,Solid-State,204.6,786,238,CCS,4,RWD,BEV,4.6,195699
8170,Hyundai,UK,England,Birmingham,271,76.1,NiMH,203.1,734,115,CCS,5,RWD,BEV,3.6,165652
8171,Kia,UK,England,Manchester,189,126.6,NiMH,169.1,793,203,CHAdeMO,7,RWD,PHEV,4.7,143561
8172,Hyundai,Germany,Bavaria,Munich,290,118.8,NiMH,171.3,573,307,CCS,7,FWD,PHEV,3.7,192761
8173,Nissan,France,Île-de-France,Paris,258,104.9,NiMH,193.5,737,309,CCS,7,RWD,BEV,4.3,158842
8174,BMW,USA,NY,New York,261,70.6,NiMH,179.4,649,231,CHAdeMO,4,FWD,PHEV,3.9,154755
8175,Kia,South Korea,Busan,Busan,263,162.9,Solid-State,202.5,754,327,CCS,6,RWD,BEV,3.9,180882
8176,Tata,Australia,New South Wales,Sydney,216,130.8,Solid-State,198.1,661,291,Tesla Supercharger,4,FWD,BEV,3.3,182916
8177,BMW,France,Provence-Alpes-Côte d'Azur,Marseille,200,180.3,NiMH,175.8,558,148,CCS,2,RWD,BEV,4.8,175744
8178,Tata,India,Tamil Nadu,Chennai,218,132.7,Solid-State,192.5,592,224,CHAdeMO,2,RWD,BEV,4,191383
